Vertice, In, Out
(172862,0,2)
(172863,3,2)
(172864,2,3)
(172865,3,3)
(172866,1,18)
(172867,4,6)
(172868,4,18)
(172869,1,5)
(172870,1,10)
(172871,4,3)
(172872,6,6)
(172873,6,3)
(172874,12,15)
(172875,1,5)
(172876,3,6)
(172877,2,4)
(172878,1,5)
(172879,2,5)
(172880,4,7)
(172881,2,2)
(172882,1,20)
(172883,1,19)
(172884,2,5)
(172885,3,1)
(172886,5,4)
(172887,1,5)
(172888,8,7)
(172889,1,1)
(172890,1,14)
(172891,5,14)
(172892,2,2)
(172893,0,6)
(172894,2,5)
(172895,18,17)
(172896,17,7)
(172897,2,36)
(172898,6,2)
(172899,1,17)
(172900,1,8)
(172901,19,17)
(172902,5,6)
(172903,2,6)
(172904,1,10)
(172905,1,4)
(172906,6,6)
(172907,1,1)
(172908,3,1)
(172909,2,6)
(172910,0,2)
(172911,2,5)
(172912,5,16)
(172913,4,5)
(172914,4,31)
(172915,4,6)
(172916,4,4)
(172917,2,2)
(172918,2,5)
(172919,6,2)
(172920,8,8)
(172921,5,4)
(172922,1,8)
(172923,2,5)
(172924,5,7)
(172925,1,6)
(172926,2,10)
(172927,1,4)
(172928,3,4)
(172929,4,9)
(172930,6,2)
(172931,0,1)
(172932,6,2)
(172933,2,9)
(172934,6,13)
(172935,3,4)
(172936,1,6)
(172937,4,5)
(172938,9,25)
(172939,7,3)
(172940,1,8)
(172941,5,6)
(172942,32,31)
(172943,2,5)
(172944,18,15)
(172945,5,6)
(172946,2,6)
(172947,3,2)
(172948,1,2)
(172949,23,20)
(172950,2,10)
(172951,1,1)
(172952,2,4)
(172953,2,35)
(172954,3,6)
(172955,3,2)
(172956,2,36)
(172957,2,6)
(172958,10,7)
(172959,4,10)
(172960,4,8)
(172961,1,18)
(172962,49,3)
(172963,3,5)
(172964,2,1)
(172965,1166,35)
(172966,2,16)
(172967,5,3)
(172968,16,2)
(172969,3,7)
(172970,5,1)
(172971,1,3)
(172972,3,10)
(172973,2,6)
(172974,18,10)
(172975,1,4)
(172976,2,2)
(172977,0,8)
(172978,0,16)
(172979,2,5)
(172980,27,4)
(172981,1,21)
(172982,15,10)
(172983,0,1)
(172984,4,7)
(172985,3,6)
(172986,1,4)
(172987,2,6)
(172988,1,5)
(172989,2,5)
(172990,2,5)
(172991,2,36)
(172992,1,4)
(172993,15,10)
(172994,2,3)
(172995,3,3)
(172996,15,10)
(172997,8,3)
(172998,1,3)
(172999,9,4)
(173000,0,35)
(173001,4,49)
(173002,3,5)
(173003,7,3)
(173004,2,3)
(173005,1,4)
(173006,23,20)
(173007,18,4)
(173008,15,10)
(173009,1,8)
(173010,19,17)
(173011,15,10)
(173012,7,3)
(173013,3,4)
(173014,1,8)
(173015,2,1)
(173016,1,34)
(173017,1,5)
(173018,3,6)
(173019,1,8)
(173020,3,6)
(173021,1,5)
(173022,1,5)
(173023,1,18)
(173024,3,2)
(173025,1,4)
(173026,3,32)
(173027,3,5)
(173028,3,6)
(173029,3,2)
(173030,0,1)
(173031,2,12)
(173032,2,5)
(173033,68,29)
(173034,0,90)
(173035,1,6)
(173036,1,4)
(173037,1,19)
(173038,3,11)
(173039,0,6)
(173040,3,4)
(173041,6,12)
(173042,8,25)
(173043,2,1)
(173044,1,18)
(173045,7,5)
(173046,10,5)
(173047,3,2)
(173048,1,4)
(173049,0,1)
(173050,2,5)
(173051,11,12)
(173052,3,3)
(173053,14,5)
(173054,1,1)
(173055,3,4)
(173056,2,5)
(173057,1238,10)
(173058,1,3)
(173059,2,4)
(173060,3,10)
(173061,4,14)
(173062,3,4)
(173063,2,31)
(173064,1,5)
(173065,9,26)
(173066,3,19)
(173067,3,4)
(173068,0,7)
(173069,2,6)
(173070,6,6)
(173071,13,18)
(173072,2,2)
(173073,4,8)
(173074,2,5)
(173075,1,1)
(173076,3,5)
(173077,11,20)
(173078,2,3)
(173079,4,6)
(173080,0,6)
(173081,1,1)
(173082,15,10)
(173083,0,16)
(173084,2,6)
(173085,3,5)
(173086,2,10)
(173087,5,2)
(173088,0,16)
(173089,0,1)
(173090,4,4)
(173091,2,12)
(173092,5,7)
(173093,0,1)
(173094,6,2)
(173095,3,2)
(173096,26,19)
(173097,2,3)
(173098,20,3)
(173099,6,8)
(173100,66,66)
(173101,1,5)
(173102,3,2)
(173103,2,1)
(173104,2,2)
(173105,2,5)
(173106,1,5)
(173107,2,42)
(173108,0,1)
(173109,1,1)
(173110,22,4)
(173111,4,4)
(173112,0,6)
(173113,6,4)
(173114,5,2)
(173115,13,13)
(173116,2,1)
(173117,1,1)
(173118,1,4)
(173119,2,8)
(173120,24,34)
(173121,4,4)
(173122,1,5)
(173123,6,2)
(173124,1,1)
(173125,9,29)
(173126,4,4)
(173127,1,36)
(173128,4,4)
(173129,23,20)
(173130,3,2)
(173131,2,3)
(173132,2,2)
(173133,3,3)
(173134,2,10)
(173135,2,3)
(173136,3,3)
(173137,3,6)
(173138,2,3)
(173139,2,1)
(173140,9,5)
(173141,2,5)
(173142,0,7)
(173143,16,12)
(173144,1,2)
(173145,0,1)
(173146,1,9)
(173147,258,15)
(173148,2,5)
(173149,0,3)
(173150,23,20)
(173151,2,3)
(173152,2,0)
(173153,0,3)
(173154,3,5)
(173155,2,5)
(173156,1,10)
(173157,1,5)
(173158,2,5)
(173159,6,2)
(173160,6,26)
(173161,3,3)
(173162,1,1)
(173163,1,3)
(173164,12,21)
(173165,4,4)
(173166,1,6)
(173167,3,5)
(173168,14,17)
(173169,19,19)
(173170,3,5)
(173171,57,57)
(173172,2,5)
(173173,3,4)
(173174,6,11)
(173175,4,4)
(173176,10,7)
(173177,0,8)
(173178,1,7)
(173179,7,6)
(173180,1,2)
(173181,1,2)
(173182,7,11)
(173183,4,4)
(173184,7,7)
(173185,4,2)
(173186,1,2)
(173187,0,1)
(173188,1,8)
(173189,2,1)
(173190,18,17)
(173191,1,36)
(173192,2,1)
(173193,5,6)
(173194,6,2)
(173195,2,5)
(173196,2,1)
(173197,6,2)
(173198,2,36)
(173199,2,3)
(173200,1,10)
(173201,1,5)
(173202,2,1)
(173203,2,1)
(173204,4,4)
(173205,1,8)
(173206,1,10)
(173207,6,23)
(173208,15,36)
(173209,2,4)
(173210,2,3)
(173211,3,38)
(173212,2,2)
(173213,1,4)
(173214,4,4)
(173215,3,2)
(173216,2,8)
(173217,2,2)
(173218,23,20)
(173219,2,6)
(173220,1,2)
(173221,8,25)
(173222,3,14)
(173223,1,1)
(173224,2,3)
(173225,2,4)
(173226,2,1)
(173227,2,6)
(173228,11,9)
(173229,2,2)
(173230,2,10)
(173231,1,7)
(173232,1,3)
(173233,2,5)
(173234,3,5)
(173235,2,2)
(173236,1,5)
(173237,7,3)
(173238,1,5)
(173239,2,36)
(173240,4,6)
(173241,1,8)
(173242,5,19)
(173243,2,10)
(173244,3,5)
(173245,1,35)
(173246,5,1)
(173247,2,3)
(173248,2,1)
(173249,1,6)
(173250,4,4)
(173251,15,10)
(173252,2,5)
(173253,3,3)
(173254,2,9)
(173255,5,5)
(173256,3,5)
(173257,0,6)
(173258,0,1)
(173259,0,2)
(173260,3,2)
(173261,15,10)
(173262,4,4)
(173263,1,1)
(173264,3,6)
(173265,1,5)
(173266,0,1)
(173267,4,5)
(173268,2,3)
(173269,9,2)
(173270,7,3)
(173271,2,4)
(173272,6,2)
(173273,1,10)
(173274,1,5)
(173275,2,3)
(173276,1,1)
(173277,2,5)
(173278,3,7)
(173279,2,2)
(173280,2,2)
(173281,2,11)
(173282,0,6)
(173283,1,3)
(173284,3,10)
(173285,16,12)
(173286,15,10)
(173287,5,11)
(173288,15,10)
(173289,1,8)
(173290,2,30)
(173291,2,5)
(173292,6,9)
(173293,1,17)
(173294,2,3)
(173295,3,6)
(173296,2,4)
(173297,2,36)
(173298,2,4)
(173299,2,5)
(173300,2,5)
(173301,5,14)
(173302,2,1)
(173303,2,4)
(173304,1,3)
(173305,1,15)
(173306,6,10)
(173307,1,1)
(173308,4,1)
(173309,1,1)
(173310,3,3)
(173311,4,14)
(173312,3,6)
(173313,3,4)
(173314,3,9)
(173315,15,10)
(173316,2,2)
(173317,1,5)
(173318,0,2)
(173319,12,6)
(173320,4,1)
(173321,6,2)
(173322,2,10)
(173323,0,1)
(173324,2,2)
(173325,11,17)
(173326,3,4)
(173327,15,10)
(173328,3,5)
(173329,4,8)
(173330,5,5)
(173331,1,30)
(173332,2,19)
(173333,2,10)
(173334,3,4)
(173335,3,3)
(173336,3,6)
(173337,4,3)
(173338,1,5)
(173339,1,1)
(173340,0,9)
(173341,5,16)
(173342,4,5)
(173343,2,3)
(173344,2,3)
(173345,3,6)
(173346,3,11)
(173347,1,2)
(173348,6,2)
(173349,2,6)
(173350,1,15)
(173351,2,2)
(173352,3,2)
(173353,0,8)
(173354,41,10)
(173355,7,13)
(173356,0,1)
(173357,2,2)
(173358,2,3)
(173359,49,8)
(173360,1,5)
(173361,0,7)
(173362,5,6)
(173363,2,2)
(173364,3,5)
(173365,19,3)
(173366,5,1)
(173367,24,34)
(173368,3,1)
(173369,21,5)
(173370,6,9)
(173371,1,6)
(173372,2,5)
(173373,23,50)
(173374,4,3)
(173375,1,1)
(173376,2,3)
(173377,1,4)
(173378,5,9)
(173379,18,18)
(173380,1,8)
(173381,2,2)
(173382,1,5)
(173383,1,1)
(173384,1,5)
(173385,1,8)
(173386,1,35)
(173387,3,2)
(173388,2,2)
(173389,4,8)
(173390,2,9)
(173391,2,5)
(173392,6,27)
(173393,2,5)
(173394,1,5)
(173395,1,10)
(173396,3,4)
(173397,3,2)
(173398,1,2)
(173399,2,36)
(173400,2,5)
(173401,0,6)
(173402,15,10)
(173403,2,3)
(173404,8,26)
(173405,2,6)
(173406,0,8)
(173407,2,6)
(173408,1,1)
(173409,1,19)
(173410,3,5)
(173411,3,5)
(173412,5,6)
(173413,2,10)
(173414,5,3)
(173415,4,2)
(173416,2,8)
(173417,2,11)
(173418,0,2)
(173419,0,2)
(173420,4,5)
(173421,37,27)
(173422,2,2)
(173423,1,60)
(173424,2,5)
(173425,1,1)
(173426,1,4)
(173427,2,2)
(173428,1,8)
(173429,4,4)
(173430,2,4)
(173431,2,16)
(173432,6,4)
(173433,4,2)
(173434,2,31)
(173435,3,2)
(173436,2,4)
(173437,16,4)
(173438,3,3)
(173439,7,16)
(173440,3,5)
(173441,2,3)
(173442,4,3)
(173443,11,15)
(173444,2,4)
(173445,3,4)
(173446,2,6)
(173447,2,10)
(173448,1,1)
(173449,4,4)
(173450,2,2)
(173451,3,2)
(173452,3,3)
(173453,1,2)
(173454,3,2)
(173455,17,21)
(173456,1,7)
(173457,3,2)
(173458,1,36)
(173459,7,8)
(173460,1,19)
(173461,5,15)
(173462,189,17)
(173463,2,10)
(173464,11,18)
(173465,1,6)
(173466,2,9)
(173467,1,7)
(173468,6,2)
(173469,3,5)
(173470,1,4)
(173471,1,10)
(173472,4,2)
(173473,0,2)
(173474,3,7)
(173475,4,5)
(173476,6,2)
(173477,1,5)
(173478,3,5)
(173479,1,50)
(173480,2,3)
(173481,2,31)
(173482,2,3)
(173483,6,8)
(173484,1,7)
(173485,8,17)
(173486,0,1)
(173487,2,2)
(173488,1,5)
(173489,1,2)
(173490,4,6)
(173491,2,10)
(173492,5,3)
(173493,4,3)
(173494,2,8)
(173495,1,50)
(173496,3,6)
(173497,0,3)
(173498,3,5)
(173499,1,15)
(173500,1,1)
(173501,4,6)
(173502,6,2)
(173503,1,4)
(173504,3,3)
(173505,68,32)
(173506,2,3)
(173507,14,16)
(173508,0,3)
(173509,2,36)
(173510,1,2)
(173511,2,4)
(173512,4,7)
(173513,5,17)
(173514,10,2)
(173515,2,5)
(173516,0,1)
(173517,0,7)
(173518,10,27)
(173519,0,2)
(173520,2,2)
(173521,1,10)
(173522,1,4)
(173523,24,9)
(173524,3,4)
(173525,4,7)
(173526,1,1)
(173527,4,7)
(173528,3,4)
(173529,2,3)
(173530,0,1)
(173531,2,3)
(173532,3,4)
(173533,1,19)
(173534,3,5)
(173535,2,3)
(173536,5,4)
(173537,2,2)
(173538,4,2)
(173539,2,5)
(173540,26,4)
(173541,1,1)
(173542,6,13)
(173543,2,6)
(173544,11,17)
(173545,1,5)
(173546,3,5)
(173547,2,6)
(173548,0,4)
(173549,4,6)
(173550,2,5)
(173551,7,8)
(173552,1,5)
(173553,9,5)
(173554,2,5)
(173555,1,2)
(173556,2,2)
(173557,13,3)
(173558,0,1)
(173559,13,13)
(173560,3,5)
(173561,1,6)
(173562,3,4)
(173563,2,1)
(173564,4,17)
(173565,2,5)
(173566,2,2)
(173567,4,4)
(173568,2,5)
(173569,2,5)
(173570,15,10)
(173571,1,2)
(173572,2,2)
(173573,3,6)
(173574,4,11)
(173575,0,3)
(173576,1,15)
(173577,1,1)
(173578,1,8)
(173579,0,5)
(173580,2,1)
(173581,1,2)
(173582,2,2)
(173583,2,4)
(173584,2,5)
(173585,0,5)
(173586,1,5)
(173587,1,49)
(173588,2,2)
(173589,3,5)
(173590,2,3)
(173591,5,6)
(173592,4,4)
(173593,2,4)
(173594,1,5)
(173595,4,3)
(173596,2,4)
(173597,3,2)
(173598,3,2)
(173599,6,3)
(173600,3,3)
(173601,20,7)
(173602,2,2)
(173603,1,5)
(173604,4,4)
(173605,0,16)
(173606,1,2)
(173607,2,5)
(173608,3,4)
(173609,1,4)
(173610,3,2)
(173611,2,10)
(173612,4,15)
(173613,0,7)
(173614,15,9)
(173615,4,7)
(173616,3,7)
(173617,5,1)
(173618,5,6)
(173619,2,3)
(173620,3,7)
(173621,44,4)
(173622,3,37)
(173623,1,1)
(173624,2,18)
(173625,10,8)
(173626,4,2)
(173627,1,5)
(173628,0,16)
(173629,2,2)
(173630,2,3)
(173631,13,7)
(173632,13,21)
(173633,3,3)
(173634,0,1)
(173635,2,2)
(173636,2,2)
(173637,7,23)
(173638,3,7)
(173639,2,3)
(173640,1,37)
(173641,1,2)
(173642,5,12)
(173643,2,2)
(173644,4,20)
(173645,1,5)
(173646,6,12)
(173647,1,1)
(173648,13,4)
(173649,2,5)
(173650,1071,29)
(173651,1,10)
(173652,3,1)
(173653,1,5)
(173654,200,15)
(173655,1,29)
(173656,2,2)
(173657,2,1)
(173658,6,6)
(173659,2,6)
(173660,1,4)
(173661,2,2)
(173662,7,3)
(173663,2,5)
(173664,0,1)
(173665,1,1)
(173666,3,5)
(173667,1,5)
(173668,2,3)
(173669,2,2)
(173670,2,3)
(173671,3,4)
(173672,0,1)
(173673,1,10)
(173674,4,5)
(173675,4,6)
(173676,0,2)
(173677,1,36)
(173678,0,2)
(173679,6,3)
(173680,3,5)
(173681,2,2)
(173682,2,2)
(173683,3,6)
(173684,2,6)
(173685,59,4)
(173686,9,9)
(173687,1,1)
(173688,22,18)
(173689,2,35)
(173690,3,11)
(173691,1,1)
(173692,4,3)
(173693,4,4)
(173694,2,2)
(173695,0,16)
(173696,7,3)
(173697,2,4)
(173698,6,8)
(173699,4,3)
(173700,3,2)
(173701,3,4)
(173702,2,5)
(173703,5,4)
(173704,1,19)
(173705,2,2)
(173706,7,3)
(173707,5,9)
(173708,2,5)
(173709,3,3)
(173710,2,3)
(173711,8,41)
(173712,1,3)
(173713,12,15)
(173714,1,1)
(173715,22,19)
(173716,1,4)
(173717,2,3)
(173718,2,5)
(173719,5,5)
(173720,2,5)
(173721,6,9)
(173722,3,4)
(173723,2,10)
(173724,3,5)
(173725,2,3)
(173726,13,21)
(173727,14,32)
(173728,2,3)
(173729,7,7)
(173730,0,1)
(173731,0,1)
(173732,6,2)
(173733,2,4)
(173734,1,5)
(173735,2,5)
(173736,2,17)
(173737,2,3)
(173738,36,20)
(173739,1,18)
(173740,2,9)
(173741,15,36)
(173742,2,5)
(173743,2,6)
(173744,68,14)
(173745,2,1)
(173746,0,71)
(173747,7,7)
(173748,7,3)
(173749,17,27)
(173750,4,4)
(173751,2,4)
(173752,2,10)
(173753,5,21)
(173754,2,7)
(173755,9,12)
(173756,2,1)
(173757,2,2)
(173758,1,11)
(173759,1,4)
(173760,3,4)
(173761,8,17)
(173762,2,2)
(173763,2,9)
(173764,2,5)
(173765,3,3)
(173766,2,6)
(173767,6,2)
(173768,4,6)
(173769,3,2)
(173770,6,2)
(173771,2,4)
(173772,4,3)
(173773,0,8)
(173774,1,5)
(173775,5,2)
(173776,23,20)
(173777,2,3)
(173778,665,62)
(173779,1,1)
(173780,6,8)
(173781,7,3)
(173782,1,1)
(173783,2,1)
(173784,1,5)
(173785,2,2)
(173786,3,9)
(173787,22,19)
(173788,1,2)
(173789,2,5)
(173790,3,3)
(173791,2,7)
(173792,3,3)
(173793,6,5)
(173794,3,2)
(173795,1,1)
(173796,19,4)
(173797,1,8)
(173798,1,5)
(173799,6,16)
(173800,3,32)
(173801,8,9)
(173802,3,18)
(173803,0,6)
(173804,1,19)
(173805,2,6)
(173806,2,1)
(173807,0,2)
(173808,3,5)
(173809,1,3)
(173810,1,1)
(173811,3,3)
(173812,2,6)
(173813,5,23)
(173814,3,3)
(173815,2,3)
(173816,1,2)
(173817,2,4)
(173818,7,4)
(173819,3,2)
(173820,7,6)
(173821,1,1)
(173822,2,2)
(173823,4,2)
(173824,2,6)
(173825,6,2)
(173826,4,6)
(173827,5,6)
(173828,1,3)
(173829,1,1)
(173830,4,3)
(173831,2,5)
(173832,2,3)
(173833,2,1)
(173834,3,5)
(173835,2,2)
(173836,2,2)
(173837,1,1)
(173838,23,20)
(173839,3,3)
(173840,0,1)
(173841,6,4)
(173842,1,1)
(173843,3,12)
(173844,1,12)
(173845,2,10)
(173846,2,3)
(173847,4,16)
(173848,2,2)
(173849,4,4)
(173850,6,7)
(173851,6,12)
(173852,6,4)
(173853,6,2)
(173854,24,23)
(173855,4,2)
(173856,6,9)
(173857,1,5)
(173858,1,1)
(173859,2,5)
(173860,2,10)
(173861,1,7)
(173862,3,17)
(173863,1,11)
(173864,6,6)
(173865,6,4)
(173866,3,5)
(173867,46,15)
(173868,2,1)
(173869,15,34)
(173870,3,4)
(173871,0,1)
(173872,0,35)
(173873,0,2)
(173874,102,13)
(173875,1,8)
(173876,1,8)
(173877,6,9)
(173878,1,1)
(173879,4,3)
(173880,1,5)
(173881,5,8)
(173882,0,1)
(173883,2,3)
(173884,3,4)
(173885,47,22)
(173886,2,2)
(173887,3,32)
(173888,22,19)
(173889,2,6)
(173890,1,10)
(173891,1,18)
(173892,3,22)
(173893,4,20)
(173894,1,1)
(173895,2,4)
(173896,1,1)
(173897,3,2)
(173898,1,1)
(173899,2,1)
(173900,4,7)
(173901,3,5)
(173902,3,5)
(173903,3,2)
(173904,1,1)
(173905,500,1)
(173906,1,11)
(173907,1,2)
(173908,10,22)
(173909,1,2)
(173910,3,3)
(173911,3,1)
(173912,5,22)
(173913,2,3)
(173914,1,3)
(173915,5,7)
(173916,4,6)
(173917,2,10)
(173918,2,3)
(173919,16,20)
(173920,1,10)
(173921,0,8)
(173922,5,11)
(173923,2,2)
(173924,2,1)
(173925,10,16)
(173926,1,18)
(173927,3,5)
(173928,1,7)
(173929,3,2)
(173930,2,5)
(173931,3,4)
(173932,0,2)
(173933,2,5)
(173934,201,11)
(173935,2,14)
(173936,2,5)
(173937,1,5)
(173938,1,36)
(173939,34,8)
(173940,3,4)
(173941,2,13)
(173942,2,6)
(173943,51,4)
(173944,2,6)
(173945,0,2)
(173946,35,32)
(173947,1,1)
(173948,2,5)
(173949,2,1)
(173950,3,3)
(173951,1,5)
(173952,4,7)
(173953,49,5)
(173954,9,12)
(173955,23,20)
(173956,3,5)
(173957,1,1)
(173958,0,16)
(173959,1,2)
(173960,2,6)
(173961,1,1)
(173962,2,31)
(173963,5,6)
(173964,1,2)
(173965,0,16)
(173966,2,2)
(173967,3,4)
(173968,2,36)
(173969,3,1)
(173970,15,4)
(173971,2,36)
(173972,2,2)
(173973,1,5)
(173974,1,4)
(173975,3,4)
(173976,2,5)
(173977,1,5)
(173978,4,3)
(173979,1,8)
(173980,1,1)
(173981,1,1)
(173982,3,6)
(173983,1,1)
(173984,5,5)
(173985,2,5)
(173986,2,2)
(173987,8,9)
(173988,0,1)
(173989,4,4)
(173990,3,4)
(173991,3,2)
(173992,1,16)
(173993,1,10)
(173994,2,5)
(173995,1,36)
(173996,2,36)
(173997,1,18)
(173998,1,15)
(173999,1,36)
(174000,23,20)
(174001,3,3)
(174002,283,12)
(174003,1,5)
(174004,1,10)
(174005,3,13)
(174006,1,18)
(174007,1,18)
(174008,6,2)
(174009,13,51)
(174010,3,3)
(174011,2,43)
(174012,1,5)
(174013,2,3)
(174014,5,6)
(174015,3,5)
(174016,1,8)
(174017,4,2)
(174018,2,6)
(174019,2,2)
(174020,4,1)
(174021,10,2)
(174022,2,6)
(174023,2,4)
(174024,3,7)
(174025,3,3)
(174026,2,4)
(174027,1,10)
(174028,6,3)
(174029,68,8)
(174030,5,18)
(174031,0,16)
(174032,4,7)
(174033,3,3)
(174034,1,10)
(174035,1,2)
(174036,4,9)
(174037,1,7)
(174038,13,17)
(174039,23,24)
(174040,8,9)
(174041,5,5)
(174042,2,10)
(174043,2,3)
(174044,1,45)
(174045,2,2)
(174046,2,5)
(174047,1,36)
(174048,1,2)
(174049,1,1)
(174050,0,1)
(174051,23,20)
(174052,3,7)
(174053,4,4)
(174054,1,6)
(174055,1,2)
(174056,1,1)
(174057,1,4)
(174058,1,5)
(174059,2,2)
(174060,2,6)
(174061,22,60)
(174062,1,5)
(174063,7,4)
(174064,1,8)
(174065,4,6)
(174066,7,3)
(174067,4,4)
(174068,3,5)
(174069,2,2)
(174070,4,2)
(174071,1,1)
(174072,3,8)
(174073,2,5)
(174074,0,2)
(174075,2,4)
(174076,2,10)
(174077,1,2)
(174078,2,6)
(174079,15,18)
(174080,6,2)
(174081,1,2)
(174082,3,6)
(174083,3,11)
(174084,1,7)
(174085,2,1)
(174086,6,2)
(174087,24,11)
(174088,0,1)
(174089,1,5)
(174090,3,39)
(174091,2,1)
(174092,3,16)
(174093,6,9)
(174094,4,3)
(174095,6,5)
(174096,1,3)
(174097,3,2)
(174098,1,1)
(174099,1,18)
(174100,4,10)
(174101,2,5)
(174102,1,6)
(174103,25,24)
(174104,2,3)
(174105,3,2)
(174106,2,17)
(174107,5,4)
(174108,1,2)
(174109,0,13)
(174110,58,53)
(174111,1,5)
(174112,1,1)
(174113,3,4)
(174114,2,6)
(174115,3,5)
(174116,3,3)
(174117,15,5)
(174118,5,8)
(174119,2,2)
(174120,1,2)
(174121,1,2)
(174122,3,5)
(174123,1,5)
(174124,2,5)
(174125,1,13)
(174126,2,2)
(174127,2,3)
(174128,8,3)
(174129,15,11)
(174130,3,4)
(174131,0,8)
(174132,4,6)
(174133,1,5)
(174134,2,5)
(174135,2,2)
(174136,1,10)
(174137,2,4)
(174138,5,6)
(174139,1,1)
(174140,5,1)
(174141,2,2)
(174142,0,4)
(174143,1,3)
(174144,21,18)
(174145,1,2)
(174146,2,10)
(174147,2,1)
(174148,1,4)
(174149,2,2)
(174150,2,3)
(174151,2,5)
(174152,3,6)
(174153,1,1)
(174154,2,7)
(174155,9,7)
(174156,2,11)
(174157,1,11)
(174158,0,16)
(174159,12,9)
(174160,1,3)
(174161,2,3)
(174162,25,23)
(174163,4,7)
(174164,1,5)
(174165,3,4)
(174166,3,24)
(174167,5,10)
(174168,2,5)
(174169,2,9)
(174170,3,2)
(174171,1,10)
(174172,2,18)
(174173,6,3)
(174174,1,143)
(174175,2,10)
(174176,1,3)
(174177,2,4)
(174178,1,36)
(174179,2,3)
(174180,0,16)
(174181,15,10)
(174182,2,3)
(174183,6,6)
(174184,6,15)
(174185,3,2)
(174186,2,3)
(174187,4,5)
(174188,1,1)
(174189,0,7)
(174190,2,2)
(174191,2,5)
(174192,3,4)
(174193,8,10)
(174194,13,7)
(174195,4,4)
(174196,2,5)
(174197,1,5)
(174198,2,2)
(174199,6,2)
(174200,1,11)
(174201,4,3)
(174202,12,10)
(174203,1,1)
(174204,24,3)
(174205,48,11)
(174206,1,1)
(174207,1,6)
(174208,9,1)
(174209,2,10)
(174210,1,10)
(174211,1,2)
(174212,2,6)
(174213,3,7)
(174214,4,4)
(174215,2,3)
(174216,1,5)
(174217,2,6)
(174218,1,5)
(174219,6,8)
(174220,1,9)
(174221,1,6)
(174222,1,5)
(174223,1,4)
(174224,5,7)
(174225,2,3)
(174226,3,11)
(174227,1,19)
(174228,22,19)
(174229,6,12)
(174230,0,1)
(174231,0,2)
(174232,1,5)
(174233,6,8)
(174234,4,4)
(174235,2,10)
(174236,2,10)
(174237,0,1)
(174238,2,10)
(174239,2,2)
(174240,21,65)
(174241,3,3)
(174242,1,8)
(174243,5,7)
(174244,1,5)
(174245,4,5)
(174246,2,2)
(174247,3,4)
(174248,1,13)
(174249,1,1)
(174250,2,5)
(174251,2,5)
(174252,3,5)
(174253,2,1)
(174254,1,1)
(174255,1,5)
(174256,29,37)
(174257,0,1)
(174258,1,8)
(174259,20,19)
(174260,7,4)
(174261,2,5)
(174262,1,5)
(174263,1,1)
(174264,1,2)
(174265,2,6)
(174266,6,5)
(174267,10,15)
(174268,3,5)
(174269,2,7)
(174270,0,6)
(174271,1,1)
(174272,2,6)
(174273,1,4)
(174274,15,9)
(174275,3,7)
(174276,2,16)
(174277,1,5)
(174278,4,6)
(174279,3,2)
(174280,4,8)
(174281,3,4)
(174282,1,10)
(174283,3,4)
(174284,2,5)
(174285,2,3)
(174286,2,6)
(174287,5,14)
(174288,1,1)
(174289,6,4)
(174290,55,18)
(174291,0,3)
(174292,1,8)
(174293,2,3)
(174294,1,2)
(174295,3,2)
(174296,2,1)
(174297,14,11)
(174298,2,6)
(174299,2,2)
(174300,1,2)
(174301,2,2)
(174302,26,12)
(174303,3,1)
(174304,2,2)
(174305,2,36)
(174306,2,2)
(174307,6,2)
(174308,0,78)
(174309,2,5)
(174310,2,6)
(174311,2,4)
(174312,1,8)
(174313,0,3)
(174314,3,4)
(174315,1,1)
(174316,0,26)
(174317,1,5)
(174318,2,5)
(174319,1,5)
(174320,1,9)
(174321,3,2)
(174322,35,19)
(174323,2,3)
(174324,3,2)
(174325,7,2)
(174326,12,5)
(174327,1,8)
(174328,1,4)
(174329,5,6)
(174330,4,4)
(174331,15,36)
(174332,1,1)
(174333,9,12)
(174334,3,32)
(174335,3,5)
(174336,0,16)
(174337,2,5)
(174338,5,6)
(174339,3,2)
(174340,0,8)
(174341,3,3)
(174342,4,4)
(174343,4,5)
(174344,3,6)
(174345,2,3)
(174346,4,5)
(174347,2,2)
(174348,2,6)
(174349,2,5)
(174350,23,20)
(174351,2,6)
(174352,0,16)
(174353,1,36)
(174354,1,4)
(174355,2,5)
(174356,24,34)
(174357,0,6)
(174358,3,4)
(174359,4,7)
(174360,4,2)
(174361,1,14)
(174362,1,2)
(174363,1,2)
(174364,1,19)
(174365,2,5)
(174366,0,7)
(174367,6,4)
(174368,2,4)
(174369,1,2)
(174370,1,1)
(174371,3,4)
(174372,3,5)
(174373,2,3)
(174374,35,1)
(174375,4,1)
(174376,0,1)
(174377,0,6)
(174378,3,1)
(174379,7,3)
(174380,2,2)
(174381,5,4)
(174382,2,7)
(174383,5,6)
(174384,24,33)
(174385,2,2)
(174386,2,6)
(174387,1,12)
(174388,2,6)
(174389,1,36)
(174390,0,15)
(174391,2,5)
(174392,6,2)
(174393,2,10)
(174394,17,7)
(174395,4,8)
(174396,2,3)
(174397,2,2)
(174398,0,2)
(174399,1,1)
(174400,2,3)
(174401,3,7)
(174402,1,4)
(174403,7,7)
(174404,1,5)
(174405,2,1)
(174406,2,2)
(174407,120,30)
(174408,1,17)
(174409,1,11)
(174410,0,6)
(174411,3,3)
(174412,7,19)
(174413,5,32)
(174414,1,9)
(174415,7,17)
